 INFO  Accepting connections at http://localhost:8083
 HTTP  4/5/2026 6:01:18 PM ::1 GET /pages/desk.js
 HTTP  4/5/2026 6:01:18 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:19 PM ::1 GET /views/wallet.html?v=1775379679426
 HTTP  4/5/2026 6:01:19 PM ::1 Returned 200 in 4 ms
 HTTP  4/5/2026 6:01:19 PM ::1 GET /pages/wallet-render.js
 HTTP  4/5/2026 6:01:19 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:01:20 PM ::1 GET /views/account.html?v=1775379680276
 HTTP  4/5/2026 6:01:20 PM ::1 Returned 200 in 3 ms
 HTTP  4/5/2026 6:01:20 PM ::1 GET /pages/account-settings.js
 HTTP  4/5/2026 6:01:20 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:01:21 PM ::1 GET /views/home.html?v=1775379681191
 HTTP  4/5/2026 6:01:21 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:21 PM ::1 GET /views/project.html?v=1775379681759
 HTTP  4/5/2026 6:01:21 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:22 PM ::1 GET /views/home.html?v=1775379682304
 HTTP  4/5/2026 6:01:22 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:23 PM ::1 GET /views/chat.html?v=1775379683804
 HTTP  4/5/2026 6:01:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:01:23 PM ::1 GET /pages/chat.js
 HTTP  4/5/2026 6:01:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:25 PM ::1 GET /views/home.html?v=1775379685910
 HTTP  4/5/2026 6:01:25 PM ::1 Returned 200 in 0 ms
 HTTP  4/5/2026 6:01:27 PM ::1 GET /views/chat.html?v=1775379687543
 HTTP  4/5/2026 6:01:27 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:28 PM ::1 GET /views/home.html?v=1775379688859
 HTTP  4/5/2026 6:01:28 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:29 PM ::1 GET /views/project.html?v=1775379689476
 HTTP  4/5/2026 6:01:29 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:30 PM ::1 GET /views/wallet.html?v=1775379690760
 HTTP  4/5/2026 6:01:30 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:01:32 PM ::1 GET /views/home.html?v=1775379692543
 HTTP  4/5/2026 6:01:32 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 4 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /css/index.css?v=20260321-13
 HTTP  4/5/2026 6:05:23 PM ::1 GET /css/layout.css?v=20260321-13
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 17 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 16 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /css/chat.css?v=20260322-1
 HTTP  4/5/2026 6:05:23 PM ::1 GET /css/desk.css?v=20260323-1
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 8 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /css/components.css?v=20260321-13
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 9 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/supabase-config.js?v=neo-99-RECOVERY14
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 7 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 9 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/fastclick.min.js?v=FINAL_FORCE_RECOVERY_30
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/utils.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/cloud/googleDrive.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/store.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 8 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 7 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 11 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/gemini.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/neo-brain.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 3 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 7 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/doc-engine.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/i18n.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/app.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 6 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /pages/chat.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 8 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 28 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/StaticLexicon.js?v=2.6.5
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/industries.js?v=2.6.5
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/GoldenKnowledge.js
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 7 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /pages/parseInputToData.js?v=20260321-1
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 6 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/components.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/cloud/googleDrive.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /pages/home.js?v=20260321-12
 HTTP  4/5/2026 6:05:23 PM ::1 GET /pages/setup.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /pages/document-manager.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /js/userProfile.js?v=20260321-13
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 3 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 8 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/core/neoKnowledgeReset.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/supabase-knowledge-client.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/supabase-client.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/core/intentRouter.js
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 6 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 4 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/export/pdfGenerator.js
 HTTP  4/5/2026 6:05:23 PM ::1 GET /lib/api/geminiClient.js
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 0 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:05:23 PM ::1 Returned 200 in 6 ms
 HTTP  4/5/2026 6:05:24 PM ::1 GET /locales/ja.json
 HTTP  4/5/2026 6:05:24 PM ::1 Returned 200 in 6 ms
 HTTP  4/5/2026 6:05:24 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:05:24 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:06:24 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:06:24 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:06:33 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:06:33 PM ::1 Returned 304 in 7 ms
 HTTP  4/5/2026 6:06:48 PM ::1 GET /js/supabase-config.js
 HTTP  4/5/2026 6:06:48 PM ::1 Returned 200 in 42 ms
 HTTP  4/5/2026 6:06:48 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:06:48 PM ::1 Returned 304 in 28 ms
 HTTP  4/5/2026 6:06:54 PM ::1 GET /js/app.js
 HTTP  4/5/2026 6:06:54 PM ::1 Returned 200 in 72 ms
 HTTP  4/5/2026 6:06:55 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:06:55 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:07:03 PM ::1 GET /pages/setup.js
 HTTP  4/5/2026 6:07:03 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:07:03 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:07:03 PM ::1 Returned 304 in 16 ms
 HTTP  4/5/2026 6:07:10 PM ::1 GET /
 HTTP  4/5/2026 6:07:10 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /css/index.css?v=20260321-13
 HTTP  4/5/2026 6:07:11 PM ::1 GET /css/layout.css?v=20260321-13
 HTTP  4/5/2026 6:07:11 PM ::1 GET /css/chat.css?v=20260322-1
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /css/desk.css?v=20260323-1
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/fastclick.min.js?v=FINAL_FORCE_RECOVERY_30
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/utils.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/cloud/googleDrive.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /css/components.css?v=20260321-13
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 6 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 4 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 8 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/supabase-config.js?v=neo-99-RECOVERY14
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/store.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/neo-brain.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/gemini.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/doc-engine.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/i18n.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 8 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 5 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 16 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 17 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /pages/chat.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/app.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/StaticLexicon.js?v=2.6.5
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/industries.js?v=2.6.5
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/GoldenKnowledge.js
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 6 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 4 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /pages/parseInputToData.js?v=20260321-1
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 6 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/components.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/cloud/googleDrive.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /pages/home.js?v=20260321-12
 HTTP  4/5/2026 6:07:11 PM ::1 GET /pages/setup.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /js/userProfile.js?v=20260321-13
 HTTP  4/5/2026 6:07:11 PM ::1 GET /pages/document-manager.js
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 6 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 4 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 4 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 10 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/core/neoKnowledgeReset.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/supabase-knowledge-client.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/supabase-client.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/core/intentRouter.js
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/export/pdfGenerator.js
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 15 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 18 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /lib/api/geminiClient.js
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 11 ms
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 2 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /locales/ja.json
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 2 ms
 HTTP  4/5/2026 6:07:11 PM ::1 GET /favicon.ico
 HTTP  4/5/2026 6:07:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:07:19 PM ::1 GET /views/home.html?v=1775380039557
 HTTP  4/5/2026 6:07:19 PM ::1 Returned 200 in 3 ms
 HTTP  4/5/2026 6:07:19 PM ::1 GET /pages/home.js
 HTTP  4/5/2026 6:07:19 PM ::1 GET /img/neo_avatar.jpg
 HTTP  4/5/2026 6:07:19 PM ::1 Returned 200 in 2 ms
 HTTP  4/5/2026 6:07:19 PM ::1 Returned 200 in 1 ms
 HTTP  4/5/2026 6:09:44 PM ::1 GET /views/document-gen.html
 HTTP  4/5/2026 6:09:44 PM ::1 Returned 200 in 6 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 108 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /css/index.css?v=20260321-13
 HTTP  4/5/2026 6:11:11 PM ::1 GET /css/layout.css?v=20260321-13
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 11 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /css/chat.css?v=20260322-1
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/fastclick.min.js?v=FINAL_FORCE_RECOVERY_30
 HTTP  4/5/2026 6:11:11 PM ::1 GET /lib/utils.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 GET /css/desk.css?v=20260323-1
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 7 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 7 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 7 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /css/components.css?v=20260321-13
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 12 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /lib/cloud/googleDrive.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/store.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/gemini.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/supabase-config.js?v=neo-99-RECOVERY14
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 7 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/neo-brain.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 8 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 11 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 14 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/doc-engine.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/i18n.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 12 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/app.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 GET /pages/chat.js?v=NEO_SAFE_PHASE28
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 9 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 13 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 11 ms
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 16 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/StaticLexicon.js?v=2.6.5
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 2 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/industries.js?v=2.6.5
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 2 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /js/GoldenKnowledge.js
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:11:11 PM ::1 GET /pages/parseInputToData.js?v=20260321-1
 HTTP  4/5/2026 6:11:11 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/components.js
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/cloud/googleDrive.js
 HTTP  4/5/2026 6:11:12 PM ::1 GET /pages/home.js?v=20260321-12
 HTTP  4/5/2026 6:11:12 PM ::1 GET /pages/setup.js
 HTTP  4/5/2026 6:11:12 PM ::1 GET /pages/document-manager.js
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 5 ms
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 6 ms
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 5 ms
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 6 ms
 HTTP  4/5/2026 6:11:12 PM ::1 GET /js/userProfile.js?v=20260321-13
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 7 ms
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/core/neoKnowledgeReset.js
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/supabase-knowledge-client.js
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/supabase-client.js
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/core/intentRouter.js
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 5 ms
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 4 ms
 HTTP  4/5/2026 6:11:12 PM ::1 Returned 304 in 3 ms
 HTTP  4/5/2026 6:11:12 PM ::1 GET /lib/export/pdfGenerator.js
